DATE,RELEASE_STAGE,DIRECTOR_VERSION,CF_RELEASE_COMMIT_SHA,CF_DEPLOYMENT_STEMCELL,DIEGO_RELEASE_VERSION,DIEGO_RELEASE_COMMIT_SHA,DIEGO_DEPLOYMENT_STEMCELL,GARDEN_LINUX_RELEASE_VERSION,ETCD_RELEASE_VERSION
Tue Jan 19 04:58:49 UTC 2016,release_candidate,1.3153.0,47813faa,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3178,0.1446.0,e3998d7c,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3178,0.330.0,22
Tue Jan 19 08:44:58 UTC 2016,release_candidate,1.3153.0,2e45361b,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3178,0.1447.0,dc8aa951,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3178,0.330.0,22
Wed Jan 20 04:23:19 UTC 2016,release_candidate,1.3153.0,7f7b9690,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3181,0.1447.0,dc8aa951,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3181,0.330.0,22
Wed Jan 20 06:08:48 UTC 2016,release_candidate,1.3153.0,e7460fa2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3181,0.1447.0,dc8aa951,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3181,0.330.0,22
Wed Jan 20 07:51:53 UTC 2016,release_candidate,1.3153.0,8ab41267,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3181,0.1447.0,dc8aa951,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3181,0.330.0,22
Wed Jan 20 16:26:19 UTC 2016,release_candidate,1.3153.0,531dcbf6,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3181,0.1447.0,dc8aa951,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3181,0.330.0,22
Wed Jan 20 22:24:38 UTC 2016,release_candidate,1.3153.0,cce1d042,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3181,0.1447.0,dc8aa951,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3181,0.330.0,22
Fri Jan 22 12:43:50 UTC 2016,release_candidate,1.3153.0,cce1d042,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3181,0.1448.0,2b72533c,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3184,0.331.0,26
Sat Jan 23 04:25:40 UTC 2016,release_candidate,1.3153.0,d8f8e887,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3184.1,0.1448.0,2b72533c,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3184.1,0.331.0,26
Wed Jan 27 00:30:50 UTC 2016,release_candidate,1.3153.0,b5db059c,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.1448.0,2b72533c,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.331.0,26
Wed Jan 27 02:23:14 UTC 2016,release_candidate,1.3153.0,c22d974a,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.1448.0,2b72533c,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.331.0,26
Wed Jan 27 06:32:15 UTC 2016,release_candidate,1.3153.0,3de108d9,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.1450.0,a0a9f2cc,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.331.0,27
Wed Jan 27 09:07:58 UTC 2016,release_candidate,1.3153.0,acd2e46d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.1450.0,a0a9f2cc,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.331.0,27
Wed Jan 27 11:07:52 UTC 2016,release_candidate,1.3153.0,8a85ed73,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.1450.0,a0a9f2cc,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.331.0,27
Wed Jan 27 22:15:57 UTC 2016,release_candidate,1.3153.0,05ba07a3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.1447.0,dc8aa951,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.330.0,22
Thu Jan 28 07:01:08 UTC 2016,release_candidate,1.3153.0,9e0e051e,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.1447.0,dc8aa951,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.330.0,22
Thu Jan 28 17:58:35 UTC 2016,release_candidate,1.3153.0,71888099,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.1447.0,dc8aa951,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.330.0,22
Thu Jan 28 22:58:06 UTC 2016,release_candidate,1.3153.0,cc0d7b9d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.1447.0,dc8aa951,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.330.0,22
Fri Jan 29 01:31:52 UTC 2016,release_candidate,1.3153.0,45e8919c,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.1447.0,dc8aa951,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.330.0,22
Fri Jan 29 06:59:33 UTC 2016,release_candidate,1.3153.0,dd0b42c8,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.1447.0,dc8aa951,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.330.0,22
Fri Jan 29 11:51:33 UTC 2016,release_candidate,1.3153.0,f9b41b90,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.1451.0,babfebc7,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.330.0,27
Fri Jan 29 20:12:46 UTC 2016,release_candidate,1.3153.0,d58eb508,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.1451.0,babfebc7,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.330.0,27
Sat Jan 30 02:54:08 UTC 2016,release_candidate,1.3153.0,a340faf3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.1451.0,babfebc7,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.330.0,27
Tue Feb 2 04:59:34 UTC 2016,release_candidate,1.3153.0,d6561919,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.1451.0,babfebc7,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3157,0.330.0,27
