date,cf-release-commit-sha,diego-release-version,garden-runc-release-version,cflinuxfs2-release-version,cf-networking-release-version,bosh-lite-commit-sha,aws-stemcell,bosh-lite-stemcell,vsphere-stemcell,aws-director-version,bosh-lite-director-version,vsphere-director-version,aws-acceptance-tests-build-url,bosh-lite-acceptance-tests-build-url,vsphere-acceptance-tests-build-url
2017-06-06T09:24:31Z,a9722e148863c07e253db1705e6a2ee311218070,1.18.0,1.8.0,1.128.0,0.25.0,11025e9166499ee35ee04d243d1407024b97a2c6,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3421.4,bosh-warden-boshlite-ubuntu-trusty-go_agent/3421.4,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3421.4,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/190,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/170,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/135
2017-06-07T19:05:23Z,ff69a0b9f6fdc56bb720ff07868437c454557f4d,1.18.0,1.8.0,1.129.0,0.25.0,11025e9166499ee35ee04d243d1407024b97a2c6,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3421.4,bosh-warden-boshlite-ubuntu-trusty-go_agent/3421.4,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3421.4,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/201,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/178,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/142
2017-06-07T22:49:33Z,1bea38bc3fda77211d32f5c76ae0747df5fe33cd,1.18.0,1.8.0,1.129.0,1.0.0,11025e9166499ee35ee04d243d1407024b97a2c6,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3421.4,bosh-warden-boshlite-ubuntu-trusty-go_agent/3421.4,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3421.4,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/202,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/179,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/143
2017-06-09T01:18:11Z,fbc59153de96e198f47c7fe399e5524d8d1cebca,1.18.0,1.8.0,1.129.0,1.0.0,11025e9166499ee35ee04d243d1407024b97a2c6,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3421.4,bosh-warden-boshlite-ubuntu-trusty-go_agent/3421.4,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3421.4,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/203,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/180,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/144
2017-06-09T17:46:19Z,8274c52f52748c48e7a9a8359e22efb3d209afa4,1.18.0,1.8.0,1.129.0,1.0.0,11025e9166499ee35ee04d243d1407024b97a2c6,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3421.4,bosh-warden-boshlite-ubuntu-trusty-go_agent/3421.4,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3421.4,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/204,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/182,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/145
2017-06-09T21:04:56Z,8274c52f52748c48e7a9a8359e22efb3d209afa4,1.18.1,1.8.0,1.129.0,1.0.0,11025e9166499ee35ee04d243d1407024b97a2c6,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3421.4,bosh-warden-boshlite-ubuntu-trusty-go_agent/3421.4,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3421.4,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/205,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/185,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/146
2017-06-10T00:07:58Z,3011e5ab4b1770672e44344fdc84daf9b41fe3dd,1.18.1,1.8.0,1.129.0,1.0.0,11025e9166499ee35ee04d243d1407024b97a2c6,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3421.4,bosh-warden-boshlite-ubuntu-trusty-go_agent/3421.4,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3421.4,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/207,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/187,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/147
2017-06-12T18:19:09Z,3011e5ab4b1770672e44344fdc84daf9b41fe3dd,1.18.1,1.8.0,1.129.0,1.0.0,11025e9166499ee35ee04d243d1407024b97a2c6,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3421.4,bosh-warden-boshlite-ubuntu-trusty-go_agent/3421.4,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3421.6,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/207,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/187,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/148
2017-06-13T16:36:14Z,e182421985b16bbed206d59f57eb9efc5cb14735,1.18.1,1.8.0,1.130.0,1.0.0,11025e9166499ee35ee04d243d1407024b97a2c6,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3421.6,bosh-warden-boshlite-ubuntu-trusty-go_agent/3421.6,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3421.6,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/209,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/192,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/150
2017-06-20T18:05:18Z,0d56d84d39a60af62ba83a6746845fc231c17f53,1.19.0,1.8.0,1.133.0,1.1.0,11025e9166499ee35ee04d243d1407024b97a2c6,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3421.6,bosh-warden-boshlite-ubuntu-trusty-go_agent/3421.6,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3421.6,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/217,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/202,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/154
2017-06-21T04:47:54Z,0d56d84d39a60af62ba83a6746845fc231c17f53,1.19.0,1.8.0,1.133.0,1.1.0,11025e9166499ee35ee04d243d1407024b97a2c6,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3421.6,bosh-warden-boshlite-ubuntu-trusty-go_agent/3421.6,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3421.9,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/217,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/202,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/155
2017-06-21T04:53:52Z,0d56d84d39a60af62ba83a6746845fc231c17f53,1.19.0,1.8.0,1.133.0,1.1.0,11025e9166499ee35ee04d243d1407024b97a2c6,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3421.6,bosh-warden-boshlite-ubuntu-trusty-go_agent/3421.9,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3421.9,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/217,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/203,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/155
2017-06-21T20:38:54Z,32d12c086d90b2b752d01abe8348d28c909a142c,1.19.0,1.8.0,1.133.0,1.1.0,11025e9166499ee35ee04d243d1407024b97a2c6,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3421.9,bosh-warden-boshlite-ubuntu-trusty-go_agent/3421.9,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3421.9,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/218,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/204,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/156
