DATE,RELEASE_STAGE,DIRECTOR_VERSION,CF_RELEASE_COMMIT_SHA,CF_DEPLOYMENT_STEMCELL,DIEGO_RELEASE_VERSION,DIEGO_RELEASE_COMMIT_SHA,DIEGO_DEPLOYMENT_STEMCELL
Fri May 22 07:04:40 UTC 2015,development,1.2891.0,f7f3edf0,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2976,N/A,22a22749,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2976
Fri May 22 07:35:14 UTC 2015,release_candidate,1.2859.0,f7f3edf0,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2972,0.1244.0,22a22749,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2976
Fri May 22 07:48:32 UTC 2015,development,1.2891.0,f7f3edf0,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2976,N/A,25be7c4d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2976
Fri May 22 08:04:19 UTC 2015,release_candidate,1.2859.0,f7f3edf0,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2972,0.1245.0,25be7c4d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2976
Fri May 22 20:49:23 UTC 2015,release_candidate,1.2859.0,211e35ec,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2972,0.1245.0,25be7c4d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Sat May 23 00:32:47 UTC 2015,development,1.2891.0,211e35ec,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,N/A,a61fd2fa,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Sat May 23 00:52:38 UTC 2015,release_candidate,1.2859.0,211e35ec,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2972,0.1246.0,a61fd2fa,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Sat May 23 01:30:14 UTC 2015,development,1.2891.0,211e35ec,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,N/A,f28b26c4,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Sat May 23 10:07:25 UTC 2015,release_candidate,1.2859.0,211e35ec,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2972,0.1247.0,f28b26c4,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Sun May 24 06:30:12 UTC 2015,release_candidate,1.2859.0,211e35ec,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,0.1247.0,f28b26c4,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Sun May 24 07:56:18 UTC 2015,development,1.2891.0,b4ffc884,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,N/A,b3b84601,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Sun May 24 08:02:53 UTC 2015,release_candidate,1.2859.0,b4ffc884,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,0.1247.0,f28b26c4,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Mon May 25 11:05:15 UTC 2015,development,1.2891.0,b4ffc884,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,N/A,10d62c05,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Mon May 25 20:05:04 UTC 2015,release_candidate,1.2859.0,b4ffc884,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,0.1247.0,f28b26c4,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Mon May 25 20:32:03 UTC 2015,development,1.2891.0,663721e8,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,N/A,10d62c05,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Mon May 25 22:25:52 UTC 2015,release_candidate,1.2859.0,b4ffc884,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,0.1247.0,f28b26c4,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Mon May 25 22:49:41 UTC 2015,development,1.2891.0,40f71e41,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,N/A,10d62c05,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Mon May 25 23:32:54 UTC 2015,release_candidate,1.2859.0,b4ffc884,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,0.1247.0,f28b26c4,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Mon May 25 23:55:39 UTC 2015,development,1.2891.0,fc679796,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,N/A,10d62c05,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Tue May 26 01:51:01 UTC 2015,release_candidate,1.2859.0,61dfa067,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,0.1247.0,f28b26c4,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Tue May 26 02:11:32 UTC 2015,development,1.2891.0,61dfa067,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,N/A,10d62c05,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Tue May 26 07:06:59 UTC 2015,release_candidate,1.2859.0,61dfa067,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,0.1247.0,f28b26c4,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Tue May 26 07:41:45 UTC 2015,development,1.2891.0,866577bf,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,N/A,10d62c05,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Tue May 26 14:53:27 UTC 2015,release_candidate,1.2859.0,9b175bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,0.1247.0,f28b26c4,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Tue May 26 15:01:44 UTC 2015,development,1.2891.0,9b175bb2,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,N/A,10d62c05,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Tue May 26 17:43:01 UTC 2015,release_candidate,1.2859.0,4a54297d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,0.1247.0,f28b26c4,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Tue May 26 18:11:12 UTC 2015,development,1.2891.0,4a54297d,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,N/A,10d62c05,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Tue May 26 18:47:48 UTC 2015,release_candidate,1.2859.0,56d25aee,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,0.1247.0,f28b26c4,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Tue May 26 19:16:31 UTC 2015,development,1.2891.0,56d25aee,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,N/A,10d62c05,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Tue May 26 19:49:51 UTC 2015,release_candidate,1.2859.0,56d25aee,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,0.1247.0,f28b26c4,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Tue May 26 20:05:44 UTC 2015,development,1.2891.0,b1412570,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,N/A,10d62c05,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Tue May 26 22:37:03 UTC 2015,development,1.2891.0,b1412570,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,N/A,7c9ef682,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Tue May 26 23:12:42 UTC 2015,release_candidate,1.2859.0,2cb28e24,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,0.1251.0,7c9ef682,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Tue May 26 23:24:08 UTC 2015,release_candidate,1.2859.0,2cb28e24,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,0.1251.0,7c9ef682,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Tue May 26 23:40:41 UTC 2015,development,1.2891.0,2cb28e24,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,N/A,7c9ef682,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Wed May 27 00:33:18 UTC 2015,release_candidate,1.2859.0,a0a50c55,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,0.1251.0,7c9ef682,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Wed May 27 00:57:40 UTC 2015,development,1.2891.0,2cb28e24,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,N/A,7a89df4b,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Wed May 27 02:26:52 UTC 2015,release_candidate,1.2859.0,5d4e7c48,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,0.1252.0,7a89df4b,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Wed May 27 02:40:28 UTC 2015,release_candidate,1.2859.0,5d4e7c48,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,0.1252.0,7a89df4b,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Wed May 27 03:29:34 UTC 2015,release_candidate,1.2859.0,30fe98d1,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,0.1252.0,7a89df4b,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Wed May 27 07:02:04 UTC 2015,development,1.2891.0,a0a50c55,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,N/A,7a89df4b,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Wed May 27 08:46:01 UTC 2015,development,1.2891.0,caee3e09,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,N/A,7a89df4b,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Wed May 27 11:12:45 UTC 2015,development,1.2891.0,5d4e7c48,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,N/A,7a89df4b,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Wed May 27 12:08:34 UTC 2015,development,1.2891.0,30fe98d1,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,N/A,7a89df4b,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Wed May 27 13:43:01 UTC 2015,development,1.2891.0,30fe98d1,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,N/A,dbba4d28,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Wed May 27 14:09:41 UTC 2015,release_candidate,1.2859.0,30fe98d1,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,0.1253.0,bb791021,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Wed May 27 19:49:58 UTC 2015,development,1.2891.0,30fe98d1,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,N/A,e6594c53,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Wed May 27 20:12:44 UTC 2015,release_candidate,1.2859.0,deeff258,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,0.1254.0,bc31c1a0,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Wed May 27 20:28:36 UTC 2015,release_candidate,1.2859.0,deeff258,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,0.1254.0,bc31c1a0,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Wed May 27 20:43:31 UTC 2015,development,1.2891.0,30fe98d1,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,N/A,ff2c70eb,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Wed May 27 20:57:12 UTC 2015,release_candidate,1.2859.0,deeff258,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,0.1254.0,bc31c1a0,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Wed May 27 21:08:57 UTC 2015,release_candidate,1.2859.0,deeff258,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,0.1255.0,ff2c70eb,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Wed May 27 21:20:28 UTC 2015,development,1.2891.0,deeff258,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,N/A,ff2c70eb,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Wed May 27 21:39:24 UTC 2015,release_candidate,1.2859.0,deeff258,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,0.1255.0,ff2c70eb,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Wed May 27 21:58:34 UTC 2015,development,1.2891.0,deeff258,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,N/A,ff2c70eb,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Wed May 27 22:11:02 UTC 2015,release_candidate,1.2859.0,deeff258,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,0.1255.0,ff2c70eb,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Wed May 27 23:16:01 UTC 2015,release_candidate,1.2859.0,deeff258,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,0.1255.0,ff2c70eb,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Wed May 27 23:30:50 UTC 2015,development,1.2891.0,deeff258,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,N/A,a0de8aaf,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
Thu May 28 00:36:13 UTC 2015,release_candidate,1.2859.0,874ed471,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977,0.1256.0,f4f2fee1,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/2977
