date,cf-release-commit-sha,diego-release-version,garden-runc-release-version,cflinuxfs2-rootfs-release-version,netman-release-version,bosh-lite-commit-sha,aws-stemcell,bosh-lite-stemcell,vsphere-stemcell,aws-director-version,bosh-lite-director-version,vsphere-director-version,aws-acceptance-tests-build-url,bosh-lite-acceptance-tests-build-url,vsphere-acceptance-tests-build-url
2017-01-05T03:25:42Z,b6a338e8c1aa31f2abbc2a9d6a1ec62a3c47e803,1.5.0,1.0.4,1.44.0,0.11.0,d916aecb0d8fe8a9f8a23e641696504442a9c3fe,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.12,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.12,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.12,259.0.0,1.3262.3.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/250,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/252,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/199
2017-01-05T07:25:43Z,5198155ee18f61dc3719987638ee510f276565bc,1.5.0,1.0.4,1.44.0,0.11.0,d916aecb0d8fe8a9f8a23e641696504442a9c3fe,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.12,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.12,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.12,259.0.0,1.3262.3.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/251,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/254,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/200
2017-01-05T20:10:27Z,8d277317a9515d49e319722a1925603921a00b26,1.5.0,1.0.4,1.44.0,0.11.0,d916aecb0d8fe8a9f8a23e641696504442a9c3fe,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.12,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.12,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.12,259.0.0,1.3262.3.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/252,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/255,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/201
2017-01-09T21:12:43Z,dd88d2bcc0fcecb3c9009e0bb59f727b8e9d3f39,1.5.1,1.0.4,1.44.0,0.12.0,d916aecb0d8fe8a9f8a23e641696504442a9c3fe,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.12,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.12,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.12,259.0.0,1.3262.3.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/257,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/258,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/205
2017-01-10T13:36:38Z,dd88d2bcc0fcecb3c9009e0bb59f727b8e9d3f39,1.5.1,1.1.0,1.44.0,0.12.0,d916aecb0d8fe8a9f8a23e641696504442a9c3fe,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.12,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.12,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.12,259.0.0,1.3262.3.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/258,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/259,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/206
2017-01-11T03:01:43Z,8bee649598b7a43a5c0cc7c897f075fb30452ef4,1.5.1,1.1.0,1.44.0,0.12.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.12,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.12,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.12,259.0.0,260.0.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/261,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/261,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/207
2017-01-12T23:48:32Z,96702e86160093f2f11d9c6dbf5f35ddcda54673,1.5.1,1.1.0,1.44.0,0.12.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.12,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.12,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.12,259.0.0,260.0.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/264,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/265,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/208
2017-01-13T01:33:35Z,238a573ff059c56307d61f7f3d2b3648bfeecde6,1.5.1,1.1.0,1.44.0,0.12.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.12,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.12,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.12,259.0.0,260.0.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/265,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/266,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/209
2017-01-13T04:54:58Z,76094e1e65e48c90b8a18fd0e462d92ecc4069b3,1.5.1,1.1.0,1.44.0,0.12.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.12,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.15,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.15,259.0.0,260.0.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/266,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/267,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/210
2017-01-13T12:13:16Z,76094e1e65e48c90b8a18fd0e462d92ecc4069b3,1.5.2,1.1.0,1.44.0,0.12.0,6ca2b3824cea596d4e8bfeb075ef458a041a5ae3,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3312.12,bosh-warden-boshlite-ubuntu-trusty-go_agent/3312.15,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3312.15,259.0.0,260.0.0,1.0000.0,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/267,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/268,https://runtime.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/211
