date,cf-release-commit-sha,diego-release-version,garden-runc-release-version,cflinuxfs2-release-version,cf-networking-release-version,grootfs-release-version,bosh-lite-commit-sha,aws-stemcell,bosh-lite-stemcell,vsphere-stemcell,aws-director-version,bosh-lite-director-version,vsphere-director-version,aws-acceptance-tests-build-url,bosh-lite-acceptance-tests-build-url,vsphere-acceptance-tests-build-url
2017-08-01T19:42:16Z,bf2e945ecfa09734c3cd8a6c9989b136807e3659,1.23.2,1.9.0,1.145.0,1.3.3,0.24.0,11025e9166499ee35ee04d243d1407024b97a2c6,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3431.10,bosh-warden-boshlite-ubuntu-trusty-go_agent/3431.10,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3431.10,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/306,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/292,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/208
2017-08-02T00:27:31Z,e9caaf7c71555cf0842e81b757a419c1c8c7ffeb,1.23.2,1.9.0,1.145.0,1.3.3,0.24.0,11025e9166499ee35ee04d243d1407024b97a2c6,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3431.10,bosh-warden-boshlite-ubuntu-trusty-go_agent/3431.10,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3431.10,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/308,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/294,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/209
2017-08-02T16:31:57Z,4cc9a04986b8b0fe9af8aad753e67b015323bc5b,1.23.2,1.9.0,1.145.0,1.3.3,0.24.0,11025e9166499ee35ee04d243d1407024b97a2c6,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3431.10,bosh-warden-boshlite-ubuntu-trusty-go_agent/3431.10,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3431.10,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/309,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/296,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/210
2017-08-02T19:18:12Z,e5008acdf173da32109748e7b704c69cfdfa6cbe,1.23.2,1.9.0,1.145.0,1.3.3,0.24.0,11025e9166499ee35ee04d243d1407024b97a2c6,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3431.10,bosh-warden-boshlite-ubuntu-trusty-go_agent/3431.10,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3431.10,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/310,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/297,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/211
2017-08-03T02:01:59Z,a368a4e04537d5299c0f77e35bca0a37b928e59c,1.23.2,1.9.0,1.145.0,1.3.3,0.24.0,11025e9166499ee35ee04d243d1407024b97a2c6,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3431.10,bosh-warden-boshlite-ubuntu-trusty-go_agent/3431.10,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3431.10,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/311,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/298,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/212
2017-08-03T16:08:31Z,86d5a4f4cabc9e46d5c8864cfd6e95880295bc7d,1.23.2,1.9.0,1.145.0,1.3.3,0.24.0,11025e9166499ee35ee04d243d1407024b97a2c6,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3431.10,bosh-warden-boshlite-ubuntu-trusty-go_agent/3431.10,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3431.10,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/312,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/299,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/213
2017-08-04T17:03:42Z,86d5a4f4cabc9e46d5c8864cfd6e95880295bc7d,1.23.2,1.9.0,1.145.0,1.3.3,0.24.0,11025e9166499ee35ee04d243d1407024b97a2c6,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3431.10,bosh-warden-boshlite-ubuntu-trusty-go_agent/3431.10,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3431.11,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/312,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/299,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/214
2017-08-04T17:09:45Z,86d5a4f4cabc9e46d5c8864cfd6e95880295bc7d,1.23.2,1.9.0,1.145.0,1.3.3,0.24.0,11025e9166499ee35ee04d243d1407024b97a2c6,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3431.10,bosh-warden-boshlite-ubuntu-trusty-go_agent/3431.11,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3431.11,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/312,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/300,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/214
2017-08-04T21:31:47Z,86d5a4f4cabc9e46d5c8864cfd6e95880295bc7d,1.23.2,1.9.0,1.145.0,1.3.3,0.24.0,11025e9166499ee35ee04d243d1407024b97a2c6,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3431.11,bosh-warden-boshlite-ubuntu-trusty-go_agent/3431.11,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3431.11,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/313,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/300,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/214
2017-08-10T02:04:24Z,4d42ddd044dc24f8ae676561a85e85d445a1f51c,1.24.0,1.9.0,1.146.0,1.3.3,0.24.0,95fac627790df75c7607dfd01d8979357eedf696,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3431.13,bosh-warden-boshlite-ubuntu-trusty-go_agent/3431.13,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3431.13,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/315,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/309,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/221
2017-08-10T18:37:03Z,4d42ddd044dc24f8ae676561a85e85d445a1f51c,1.24.0,1.9.0,1.146.0,1.4.0,0.24.0,95fac627790df75c7607dfd01d8979357eedf696,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3431.13,bosh-warden-boshlite-ubuntu-trusty-go_agent/3431.13,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3431.13,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/316,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/309,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/221
2017-08-11T19:57:14Z,328922581680220ad25fb34304b917b932d25b96,1.24.0,1.9.0,1.146.0,1.4.0,0.24.0,95fac627790df75c7607dfd01d8979357eedf696,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3431.13,bosh-warden-boshlite-ubuntu-trusty-go_agent/3431.13,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3431.13,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/318,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/311,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/222
2017-08-12T01:56:35Z,328922581680220ad25fb34304b917b932d25b96,1.24.0,1.9.0,1.146.0,1.4.0,0.24.0,95fac627790df75c7607dfd01d8979357eedf696,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3431.13,bosh-warden-boshlite-ubuntu-trusty-go_agent/3445,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3431.13,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/318,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/312,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/222
2017-08-12T01:59:24Z,328922581680220ad25fb34304b917b932d25b96,1.24.0,1.9.0,1.146.0,1.4.0,0.24.0,95fac627790df75c7607dfd01d8979357eedf696,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3431.13,bosh-warden-boshlite-ubuntu-trusty-go_agent/3445,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3445,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/318,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/312,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/223
2017-08-15T01:07:11Z,ed7b2c142a6afe2648e9bf25ba4c3b777a343d04,1.25.0,1.9.0,1.146.0,1.4.0,0.24.0,95fac627790df75c7607dfd01d8979357eedf696,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3445,bosh-warden-boshlite-ubuntu-trusty-go_agent/3445,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3445,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/319,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/315,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/226
2017-08-16T18:28:44Z,61b7c8e9a8c9e4b6f4e03e9a10cf62644ccad2dc,1.25.0,1.9.0,1.146.0,1.4.0,0.24.0,95fac627790df75c7607dfd01d8979357eedf696,bosh-aws-xen-hvm-ubuntu-trusty-go_agent/3445,bosh-warden-boshlite-ubuntu-trusty-go_agent/3445,bosh-vsphere-esxi-ubuntu-trusty-go_agent/3445,261.4.0,260.0.0,260.5.0,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/aws-acceptance-tests/builds/320,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/bosh-lite-acceptance-tests/builds/316,https://release-integration.ci.cf-app.com/pipelines/cf-release/jobs/vsphere-acceptance-tests/builds/228
